Gender,Education,Years_of_Professional_Experience,Region,Employment_Type,Area_of_Expertise,Annual_Salary,bonus
Male,Higher than Master's,1,Troms og Finnmark,"in-house, offentlig/kommunal sektor",fullstack,705000.00,No
Male,Below Bachelor's,0,Troms og Finnmark,"in-house, privat sektor",fullstack,650000.00,Yes
Male,Master's Degree,27,Trøndelag,"in-house, privat sektor",fullstack,1100000.00,Yes
Male,Bachelor's Degree,26,Trøndelag,konsulent,fullstack,1200000.00,Yes
Male,Higher than Master's,24,Trøndelag,konsulent,fullstack,910000.00,No
Male,Higher than Master's,20,Trøndelag,konsulent,fullstack,800000.00,No
Male,Below Bachelor's,20,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,811000.00,No
Male,Below Bachelor's,20,Trøndelag,"in-house, privat sektor",fullstack,1000000.00,Yes
Male,Higher than Master's,16,Trøndelag,"in-house, privat sektor",fullstack,895000.00,No
Male,Bachelor's Degree,16,Trøndelag,konsulent,fullstack,1300000.00,No
Male,Below Bachelor's,16,Trøndelag,"in-house, privat sektor",fullstack,1400000.00,No
Male,Below Bachelor's,15,Trøndelag,konsulent,fullstack,1150000.00,Yes
Male,No Education,14,Trøndelag,konsulent,fullstack,950000.00,No
Male,Master's Degree,14,Trøndelag,konsulent,fullstack,1200000.00,Yes
Male,Below Bachelor's,13,Trøndelag,konsulent,fullstack,900000.00,No
Male,Higher than Master's,12,Trøndelag,"in-house, privat sektor",fullstack,705000.00,No
Male,Higher than Master's,12,Trøndelag,konsulent,fullstack,892000.00,No
Male,Bachelor's Degree,12,Trøndelag,konsulent,fullstack,1075000.00,Yes
Male,Master's Degree,12,Trøndelag,konsulent,fullstack,1090000.00,No
Male,No Education,11,Trøndelag,"in-house, privat sektor",fullstack,700000.00,No
Male,Master's Degree,11,Trøndelag,konsulent,fullstack,960000.00,Yes
Male,Below Bachelor's,10,Trøndelag,"in-house, privat sektor",fullstack,810942.00,No
Male,Master's Degree,10,Trøndelag,konsulent,fullstack,903000.00,Yes
Male,No Education,8,Trøndelag,"in-house, privat sektor",fullstack,1070000.00,No
Male,No Education,7,Trøndelag,"in-house, privat sektor",fullstack,620000.00,No
Male,Below Bachelor's,7,Trøndelag,konsulent,fullstack,890000.00,Yes
Male,Below Bachelor's,7,Trøndelag,konsulent,fullstack,900000.00,No
Male,Master's Degree,7,Trøndelag,"in-house, privat sektor",fullstack,900000.00,Yes
Male,Master's Degree,7,Trøndelag,konsulent,fullstack,1160000.00,Yes
Female,Below Bachelor's,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,716000.00,No
Male,No Education,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,640000.00,No
Male,Bachelor's Degree,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,720000.00,No
Male,Bachelor's Degree,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,780000.00,No
Male,Higher than Master's,6,Trøndelag,"in-house, privat sektor",fullstack,830000.00,Yes
Male,Below Bachelor's,6,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,850000.00,No
Male,Master's Degree,6,Trøndelag,konsulent,fullstack,850000.00,Yes
Male,Higher than Master's,6,Trøndelag,konsulent,fullstack,950000.00,No
Male,Master's Degree,6,Trøndelag,konsulent,fullstack,1000000.00,Yes
Male,Below Bachelor's,6,Trøndelag,konsulent,fullstack,1050119.00,No
Male,Below Bachelor's,5,Trøndelag,"in-house, privat sektor",fullstack,710000.00,No
Male,Master's Degree,5,Trøndelag,"in-house, privat sektor",fullstack,720000.00,No
Male,Master's Degree,5,Trøndelag,"in-house, privat sektor",fullstack,750000.00,No
Male,No Education,5,Trøndelag,konsulent,fullstack,800000.00,No
Male,Below Bachelor's,5,Trøndelag,konsulent,fullstack,950000.00,No
Female,Master's Degree,4,Trøndelag,konsulent,fullstack,792000.00,Yes
Male,Bachelor's Degree,4,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,657000.00,No
Male,Master's Degree,4,Trøndelag,"in-house, privat sektor",fullstack,710000.00,No
Male,Master's Degree,4,Trøndelag,"in-house, privat sektor",fullstack,745000.00,No
Male,Below Bachelor's,4,Trøndelag,konsulent,fullstack,750000.00,No
Male,Below Bachelor's,4,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,800000.00,No
Male,Below Bachelor's,4,Trøndelag,konsulent,fullstack,860000.00,Yes
Female,Below Bachelor's,3,Trøndelag,"in-house, privat sektor",fullstack,700000.00,No
Female,Master's Degree,3,Trøndelag,konsulent,fullstack,820000.00,No
Female,Master's Degree,3,Trøndelag,"in-house, privat sektor",fullstack,910000.00,Yes
Male,Below Bachelor's,3,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,580000.00,No
Male,Below Bachelor's,3,Trøndelag,"in-house, privat sektor",fullstack,609500.00,No
Male,Higher than Master's,3,Trøndelag,"in-house, offentlig/kommunal sektor",fullstack,650000.00,No
Male,Below Bachelor's,3,Trøndelag,"in-house, privat sektor",fullstack,710000.00,Yes
Male,Below Bachelor's,3,Trøndelag,konsulent,fullstack,730000.00,Yes
Male,Master's Degree,3,Trøndelag,konsulent,fullstack,840000.00,Yes
Male,Master's Degree,3,Trøndelag,konsulent,fullstack,1100000.00,Yes
Female,Bachelor's Degree,2,Trøndelag,"in-house, privat sektor",fullstack,650000.00,No
Male,Master's Degree,2,Trøndelag,"in-house, privat sektor",fullstack,560000.00,No
Male,Below Bachelor's,2,Trøndelag,"in-house, privat sektor",fullstack,588000.00,No
Male,Below Bachelor's,2,Trøndelag,konsulent,fullstack,625000.00,No
Male,Below Bachelor's,2,Trøndelag,konsulent,fullstack,635000.00,No
Male,Master's Degree,2,Trøndelag,konsulent,fullstack,705000.00,No
Male,Below Bachelor's,1,Trøndelag,"in-house, privat sektor",fullstack,500000.00,No
Male,No Education,1,Trøndelag,"in-house, privat sektor",fullstack,500000.00,No
Male,Below Bachelor's,1,Trøndelag,"in-house, privat sektor",fullstack,588000.00,No
Male,Below Bachelor's,1,Trøndelag,"in-house, privat sektor",fullstack,605500.00,No
Male,Master's Degree,1,Trøndelag,konsulent,fullstack,700000.00,Yes
Male,Master's Degree,1,Trøndelag,konsulent,fullstack,730000.00,Yes
Female,Master's Degree,0,Trøndelag,konsulent,fullstack,630000.00,No
Male,Below Bachelor's,0,Trøndelag,konsulent,fullstack,550000.00,No
Male,Below Bachelor's,0,Trøndelag,konsulent,fullstack,550000.00,No
Male,Master's Degree,0,Trøndelag,konsulent,fullstack,580000.00,No
Male,Bachelor's Degree,0,Trøndelag,"in-house, privat sektor",fullstack,600000.00,No
Male,Master's Degree,0,Trøndelag,konsulent,fullstack,670000.00,No
Male,Below Bachelor's,17,utlandet,frilans / selvstendig næringsdrivende,fullstack,1300000.00,No
Male,No Education,17,utlandet,frilans / selvstendig næringsdrivende,fullstack,1450000.00,No
Male,Below Bachelor's,14,utlandet,frilans / selvstendig næringsdrivende,fullstack,868000.00,No
Male,Master's Degree,14,utlandet,frilans / selvstendig næringsdrivende,fullstack,900000.00,No
Male,Below Bachelor's,10,utlandet,konsulent,fullstack,800000.00,No
Male,Below Bachelor's,10,utlandet,"in-house, privat sektor",fullstack,1600000.00,No
Male,Below Bachelor's,8,utlandet,konsulent,fullstack,936886.00,Yes
Male,Below Bachelor's,5,utlandet,"in-house, offentlig/kommunal sektor",fullstack,1100000.00,No
Male,Master's Degree,3,utlandet,konsulent,fullstack,955149.00,Yes
Male,Below Bachelor's,2,utlandet,"in-house, privat sektor",fullstack,546000.00,Yes
Male,Master's Degree,2,utlandet,"in-house, privat sektor",fullstack,750000.00,No
Female,Master's Degree,0,utlandet,"in-house, privat sektor",fullstack,1250000.00,Yes
Male,Below Bachelor's,0,utlandet,konsulent,fullstack,650000.00,No
Male,Master's Degree,30,Vestfold og Telemark,konsulent,fullstack,1080000.00,No
Male,Master's Degree,23,Vestfold og Telemark,"in-house, privat sektor",fullstack,820000.00,No
Male,No Education,23,Vestfold og Telemark,"in-house, privat sektor",fullstack,915000.00,No
Male,Higher than Master's,23,Vestfold og Telemark,"in-house, privat sektor",fullstack,1020000.00,Yes
Male,Bachelor's Degree,20,Vestfold og Telemark,"in-house, privat sektor",fullstack,800000.00,No
Male,Below Bachelor's,20,Vestfold og Telemark,"in-house, privat sektor",fullstack,865000.00,No
Male,No Education,18,Vestfold og Telemark,"in-house, privat sektor",fullstack,916000.00,No
Male,Below Bachelor's,15,Vestfold og Telemark,"in-house, privat sektor",fullstack,720000.00,No
Male,Below Bachelor's,15,Vestfold og Telemark,"in-house, privat sektor",fullstack,850000.00,No
Male,Below Bachelor's,12,Vestfold og Telemark,konsulent,fullstack,705000.00,No
Male,Master's Degree,12,Vestfold og Telemark,konsulent,fullstack,1000000.00,No
Male,Below Bachelor's,10,Vestfold og Telemark,"in-house, privat sektor",fullstack,680000.00,No
Male,Below Bachelor's,10,Vestfold og Telemark,konsulent,fullstack,752000.00,Yes
Male,Below Bachelor's,9,Vestfold og Telemark,"in-house, privat sektor",fullstack,950000.00,No
Male,No Education,8,Vestfold og Telemark,konsulent,fullstack,1100000.00,Yes
Male,Below Bachelor's,7,Vestfold og Telemark,"in-house, privat sektor",fullstack,770000.00,Yes
Male,Below Bachelor's,6,Vestfold og Telemark,"in-house, privat sektor",fullstack,930000.00,No
Male,Master's Degree,5,Vestfold og Telemark,"in-house, privat sektor",fullstack,650000.00,No
Male,Below Bachelor's,5,Vestfold og Telemark,"in-house, privat sektor",fullstack,650000.00,No
Male,Below Bachelor's,5,Vestfold og Telemark,"in-house, privat sektor",fullstack,750000.00,No
Male,Below Bachelor's,5,Vestfold og Telemark,"in-house, privat sektor",fullstack,849000.00,No
Male,Below Bachelor's,5,Vestfold og Telemark,konsulent,fullstack,1300000.00,Yes
Male,Below Bachelor's,4,Vestfold og Telemark,"in-house, privat sektor",fullstack,565451.00,No
Male,Below Bachelor's,4,Vestfold og Telemark,"in-house, privat sektor",fullstack,750000.00,No
Male,Below Bachelor's,4,Vestfold og Telemark,konsulent,fullstack,830000.00,Yes
Male,Below Bachelor's,3,Vestfold og Telemark,"in-house, privat sektor",fullstack,520000.00,No
Male,No Education,3,Vestfold og Telemark,"in-house, privat sektor",fullstack,640000.00,Yes
Male,Below Bachelor's,3,Vestfold og Telemark,"in-house, privat sektor",fullstack,708000.00,No
Male,Below Bachelor's,3,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",fullstack,720000.00,No
Male,Below Bachelor's,2,Vestfold og Telemark,konsulent,fullstack,610000.00,Yes
Male,Below Bachelor's,1,Vestfold og Telemark,"in-house, privat sektor",fullstack,585000.00,No
Male,Below Bachelor's,0,Vestfold og Telemark,"in-house, privat sektor",fullstack,595000.00,No
Male,Master's Degree,25,Vestland,"in-house, privat sektor",fullstack,1050000.00,No
Male,Master's Degree,24,Vestland,"in-house, privat sektor",fullstack,1050000.00,Yes
Male,Master's Degree,22,Vestland,konsulent,fullstack,970000.00,Yes
Male,Higher than Master's,20,Vestland,"in-house, privat sektor",fullstack,1000000.00,No
Male,Master's Degree,19,Vestland,"in-house, privat sektor",fullstack,1000000.00,Yes
Male,Higher than Master's,19,Vestland,konsulent,fullstack,1090000.00,Yes
Male,Below Bachelor's,18,Vestland,"in-house, privat sektor",fullstack,850000.00,No
Male,Master's Degree,17,Vestland,"in-house, privat sektor",fullstack,1150000.00,Yes
Male,No Education,16,Vestland,konsulent,fullstack,831000.00,No
Male,Master's Degree,16,Vestland,frilans / selvstendig næringsdrivende,fullstack,1600000.00,No
Male,Master's Degree,15,Vestland,konsulent,fullstack,1050000.00,No
Male,Below Bachelor's,15,Vestland,konsulent,fullstack,1250000.00,No
Male,Below Bachelor's,14,Vestland,frilans / selvstendig næringsdrivende,fullstack,600000.00,Yes
Male,Master's Degree,14,Vestland,konsulent,fullstack,1200000.00,No
Male,Master's Degree,14,Vestland,konsulent,fullstack,2500000.00,Yes
Male,Below Bachelor's,13,Vestland,"in-house, privat sektor",fullstack,1030000.00,No
Male,Below Bachelor's,12,Vestland,konsulent,fullstack,937000.00,No
Male,Below Bachelor's,12,Vestland,konsulent,fullstack,1200000.00,Yes
Male,Master's Degree,12,Vestland,konsulent,fullstack,1200000.00,No
Male,Master's Degree,11,Vestland,"in-house, privat sektor",fullstack,866000.00,No
Male,No Education,10,Vestland,konsulent,fullstack,790000.00,No
Male,Bachelor's Degree,10,Vestland,"in-house, offentlig/kommunal sektor",fullstack,800000.00,Yes
Male,Below Bachelor's,10,Vestland,konsulent,fullstack,976000.00,Yes
Male,Below Bachelor's,10,Vestland,"in-house, privat sektor",fullstack,985000.00,No
Male,No Education,8,Vestland,"in-house, privat sektor",fullstack,960000.00,No
Male,Below Bachelor's,7,Vestland,konsulent,fullstack,782000.00,No
Male,Below Bachelor's,7,Vestland,konsulent,fullstack,1070000.00,Yes
Male,Below Bachelor's,7,Vestland,konsulent,fullstack,1200000.00,No
Male,Below Bachelor's,7,Vestland,konsulent,fullstack,1350000.00,No
Male,Master's Degree,7,Vestland,frilans / selvstendig næringsdrivende,fullstack,1700000.00,No
Male,Below Bachelor's,6,Vestland,konsulent,fullstack,770000.00,Yes
Male,Below Bachelor's,6,Vestland,"in-house, privat sektor",fullstack,825000.00,Yes
Male,No Education,6,Vestland,konsulent,fullstack,850000.00,No
Male,Below Bachelor's,6,Vestland,konsulent,fullstack,900000.00,No
Male,Master's Degree,6,Vestland,"in-house, privat sektor",fullstack,920000.00,Yes
Male,Master's Degree,6,Vestland,konsulent,fullstack,1250000.00,No
Female,Below Bachelor's,5,Vestland,"in-house, privat sektor",fullstack,900000.00,No
Male,No Education,5,Vestland,konsulent,fullstack,585000.00,Yes
Male,Master's Degree,5,Vestland,"in-house, privat sektor",fullstack,782408.00,No
Male,Below Bachelor's,5,Vestland,"in-house, privat sektor",fullstack,800000.00,Yes
Male,Below Bachelor's,5,Vestland,"in-house, privat sektor",fullstack,840000.00,No
Male,Master's Degree,5,Vestland,konsulent,fullstack,890000.00,Yes
Male,Below Bachelor's,5,Vestland,"in-house, privat sektor",fullstack,900000.00,No
Male,Below Bachelor's,5,Vestland,konsulent,fullstack,925000.00,No
Male,Master's Degree,5,Vestland,"in-house, privat sektor",fullstack,1100000.00,No
Male,Master's Degree,5,Vestland,konsulent,fullstack,1200000.00,Yes
Male,Below Bachelor's,4,Vestland,"in-house, privat sektor",fullstack,565000.00,No
Male,Below Bachelor's,4,Vestland,"in-house, privat sektor",fullstack,650000.00,No
Male,Below Bachelor's,4,Vestland,"in-house, privat sektor",fullstack,680000.00,No
Male,Below Bachelor's,4,Vestland,konsulent,fullstack,800000.00,No
Male,Below Bachelor's,4,Vestland,konsulent,fullstack,850000.00,No
Male,Master's Degree,4,Vestland,"in-house, privat sektor",fullstack,905625.00,No
Male,Below Bachelor's,4,Vestland,"in-house, privat sektor",fullstack,1050000.00,No
Male,Master's Degree,4,Vestland,konsulent,fullstack,1050000.00,No
Male,Below Bachelor's,4,Vestland,konsulent,fullstack,1100000.00,No
Male,Below Bachelor's,3,Vestland,"in-house, privat sektor",fullstack,630000.00,No
Male,Below Bachelor's,3,Vestland,"in-house, privat sektor",fullstack,700000.00,Yes
Male,Below Bachelor's,3,Vestland,"in-house, privat sektor",fullstack,730000.00,Yes
Male,Below Bachelor's,3,Vestland,"in-house, privat sektor",fullstack,750000.00,No
Male,Below Bachelor's,3,Vestland,"in-house, privat sektor",fullstack,816000.00,No
Male,Below Bachelor's,2,Vestland,"in-house, privat sektor",fullstack,580000.00,Yes
Male,Below Bachelor's,2,Vestland,konsulent,fullstack,600000.00,No
Male,Below Bachelor's,2,Vestland,"in-house, privat sektor",fullstack,650000.00,Yes
Male,Below Bachelor's,2,Vestland,"in-house, privat sektor",fullstack,660000.00,No
Male,Below Bachelor's,2,Vestland,"in-house, offentlig/kommunal sektor",fullstack,670000.00,No
Male,Master's Degree,2,Vestland,"in-house, privat sektor",fullstack,675000.00,No
Male,Below Bachelor's,1,Vestland,"in-house, privat sektor",fullstack,600000.00,No
Male,Below Bachelor's,1,Vestland,konsulent,fullstack,600000.00,No
Male,Below Bachelor's,1,Vestland,"in-house, privat sektor",fullstack,635000.00,Yes
Male,Master's Degree,1,Vestland,konsulent,fullstack,650000.00,No
Male,Below Bachelor's,1,Vestland,"in-house, privat sektor",fullstack,693000.00,No
Male,Master's Degree,1,Vestland,"in-house, privat sektor",fullstack,720000.00,Yes
Female,Below Bachelor's,0,Vestland,"in-house, offentlig/kommunal sektor",fullstack,630000.00,No
Male,Below Bachelor's,0,Vestland,"in-house, privat sektor",fullstack,550000.00,No
Male,Below Bachelor's,0,Vestland,"in-house, privat sektor",fullstack,625000.00,No
Male,Master's Degree,0,Vestland,"in-house, privat sektor",fullstack,650000.00,No
Male,Below Bachelor's,0,Vestland,"in-house, privat sektor",fullstack,650000.00,Yes
Male,Higher than Master's,33,Viken,"in-house, privat sektor",fullstack,780000.00,Yes
Male,Below Bachelor's,30,Viken,"in-house, privat sektor",fullstack,1000000.00,Yes
Male,Bachelor's Degree,27,Viken,"in-house, privat sektor",fullstack,900000.00,No
Male,Below Bachelor's,27,Viken,"in-house, offentlig/kommunal sektor",fullstack,1100000.00,No
Male,Below Bachelor's,26,Viken,"in-house, offentlig/kommunal sektor",fullstack,742100.00,No
Male,Below Bachelor's,25,Viken,konsulent,fullstack,960000.00,No
Male,Below Bachelor's,23,Viken,"in-house, privat sektor",fullstack,1400000.00,No
Male,Below Bachelor's,20,Viken,"in-house, privat sektor",fullstack,950000.00,No
Male,Below Bachelor's,20,Viken,konsulent,fullstack,1100000.00,No
Male,Below Bachelor's,18,Viken,"in-house, privat sektor",fullstack,960000.00,No
Male,Master's Degree,18,Viken,konsulent,fullstack,1200000.00,Yes
Male,Below Bachelor's,17,Viken,"in-house, privat sektor",fullstack,780000.00,Yes
Male,Higher than Master's,17,Viken,"in-house, privat sektor",fullstack,915000.00,No
Male,Higher than Master's,15,Viken,"in-house, privat sektor",fullstack,720000.00,No
Male,Master's Degree,14,Viken,"in-house, privat sektor",fullstack,1063000.00,No
Male,Below Bachelor's,13,Viken,"in-house, privat sektor",fullstack,1050000.00,No
Male,No Education,13,Viken,"in-house, privat sektor",fullstack,1500000.00,No
Male,Below Bachelor's,8,Viken,"in-house, privat sektor",fullstack,900000.00,No
Male,Below Bachelor's,7,Viken,"in-house, privat sektor",fullstack,678000.00,No
Male,No Education,7,Viken,konsulent,fullstack,1100000.00,No
Male,Master's Degree,7,Viken,"in-house, privat sektor",fullstack,1280000.00,No
Male,Below Bachelor's,6,Viken,"in-house, privat sektor",fullstack,800000.00,No
Male,Below Bachelor's,5,Viken,"in-house, privat sektor",fullstack,780000.00,No
Male,Below Bachelor's,4,Viken,"in-house, privat sektor",fullstack,630000.00,Yes
Male,Master's Degree,4,Viken,"in-house, offentlig/kommunal sektor",fullstack,720000.00,No
Male,Below Bachelor's,4,Viken,konsulent,fullstack,720000.00,No
Male,Master's Degree,4,Viken,"in-house, privat sektor",fullstack,820000.00,No
Male,Below Bachelor's,4,Viken,konsulent,fullstack,1015000.00,Yes
Female,Bachelor's Degree,3,Viken,"in-house, privat sektor",fullstack,760000.00,Yes
Male,Bachelor's Degree,3,Viken,"in-house, privat sektor",fullstack,745000.00,Yes
Male,Below Bachelor's,3,Viken,konsulent,fullstack,800000.00,No
Male,Below Bachelor's,3,Viken,"in-house, privat sektor",fullstack,815000.00,No
Female,Below Bachelor's,2,Viken,"in-house, privat sektor",fullstack,740000.00,No
Male,Bachelor's Degree,2,Viken,"in-house, privat sektor",fullstack,420000.00,No
Male,Below Bachelor's,2,Viken,"in-house, privat sektor",fullstack,560000.00,No
Male,Below Bachelor's,2,Viken,konsulent,fullstack,564000.00,No
Female,Below Bachelor's,1,Viken,konsulent,fullstack,550000.00,No
Male,Below Bachelor's,0,Viken,"in-house, privat sektor",fullstack,512000.00,No
Male,Below Bachelor's,0,Viken,"in-house, privat sektor",fullstack,600000.00,Yes
Male,Master's Degree,0,Viken,"in-house, privat sektor",fullstack,660000.00,Yes
Male,Higher than Master's,17,Agder,"in-house, offentlig/kommunal sektor",ledelse/administrativt,886200.00,No
Male,Higher than Master's,15,Agder,"in-house, privat sektor",ledelse/administrativt,1050000.00,Yes
Female,Below Bachelor's,14,Agder,"in-house, privat sektor",ledelse/administrativt,1300000.00,Yes
Male,Below Bachelor's,12,Agder,"in-house, privat sektor",ledelse/administrativt,1300000.00,Yes
Male,Higher than Master's,25,Innlandet,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1465000.00,No
Male,Below Bachelor's,17,Møre og Romsdal,"in-house, privat sektor",ledelse/administrativt,900000.00,No
Other,Below Bachelor's,11,Nordland,"in-house, privat sektor",ledelse/administrativt,800000.00,No
Male,Master's Degree,35,Oslo,"in-house, privat sektor",ledelse/administrativt,990000.00,Yes
Male,Master's Degree,32,Oslo,konsulent,ledelse/administrativt,1250000.00,Yes
Male,Below Bachelor's,30,Oslo,"in-house, privat sektor",ledelse/administrativt,1400000.00,No
Male,Below Bachelor's,30,Oslo,frilans / selvstendig næringsdrivende,ledelse/administrativt,1500000.00,No
Male,Below Bachelor's,30,Oslo,konsulent,ledelse/administrativt,1600000.00,Yes
Male,Below Bachelor's,29,Oslo,konsulent,ledelse/administrativt,1205000.00,Yes
Male,Higher than Master's,27,Oslo,konsulent,ledelse/administrativt,1700000.00,No
Male,Below Bachelor's,26,Oslo,konsulent,ledelse/administrativt,1700000.00,Yes
Female,Master's Degree,25,Oslo,konsulent,ledelse/administrativt,1090000.00,Yes
Male,Higher than Master's,25,Oslo,"in-house, privat sektor",ledelse/administrativt,1250000.00,Yes
Female,Bachelor's Degree,24,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1095000.00,No
Female,Master's Degree,24,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1150000.00,No
Female,Higher than Master's,23,Oslo,konsulent,ledelse/administrativt,1200000.00,Yes
Male,No Education,23,Oslo,"in-house, privat sektor",ledelse/administrativt,1005000.00,No
Male,Bachelor's Degree,23,Oslo,"in-house, privat sektor",ledelse/administrativt,1460000.00,Yes
Male,Higher than Master's,21,Oslo,"in-house, privat sektor",ledelse/administrativt,1390000.00,No
Female,Higher than Master's,20,Oslo,konsulent,ledelse/administrativt,970000.00,Yes
Female,Below Bachelor's,20,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,980000.00,No
Female,Higher than Master's,20,Oslo,konsulent,ledelse/administrativt,1025000.00,No
Male,Higher than Master's,20,Oslo,"in-house, privat sektor",ledelse/administrativt,1210000.00,No
Male,Master's Degree,20,Oslo,"in-house, privat sektor",ledelse/administrativt,1310000.00,No
Male,Bachelor's Degree,20,Oslo,frilans / selvstendig næringsdrivende,ledelse/administrativt,1350000.00,No
Male,Below Bachelor's,20,Oslo,"in-house, privat sektor",ledelse/administrativt,1500000.00,Yes
Male,Below Bachelor's,20,Oslo,"in-house, privat sektor",ledelse/administrativt,2400000.00,Yes
Male,Below Bachelor's,19,Oslo,"in-house, privat sektor",ledelse/administrativt,1060000.00,No
Male,Bachelor's Degree,19,Oslo,"in-house, privat sektor",ledelse/administrativt,1100000.00,No
Male,Below Bachelor's,19,Oslo,konsulent,ledelse/administrativt,1220000.00,Yes
Male,Below Bachelor's,19,Oslo,"in-house, privat sektor",ledelse/administrativt,1700000.00,Yes
Female,Master's Degree,18,Oslo,"in-house, privat sektor",ledelse/administrativt,1364000.00,No
Male,Master's Degree,18,Oslo,"in-house, privat sektor",ledelse/administrativt,1100000.00,No
Male,Master's Degree,18,Oslo,konsulent,ledelse/administrativt,1750000.00,No
Female,Master's Degree,17,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,978000.00,No
Male,No Education,17,Oslo,"in-house, privat sektor",ledelse/administrativt,950009.00,No
Male,Higher than Master's,17,Oslo,"in-house, privat sektor",ledelse/administrativt,1010000.00,Yes
Male,Bachelor's Degree,16,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1050000.00,No
Male,Master's Degree,16,Oslo,"in-house, privat sektor",ledelse/administrativt,1600000.00,No
Female,Master's Degree,15,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,742000.00,No
Female,Below Bachelor's,15,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,820000.00,No
Male,Higher than Master's,15,Oslo,"in-house, privat sektor",ledelse/administrativt,650000.00,Yes
Male,Higher than Master's,15,Oslo,"in-house, privat sektor",ledelse/administrativt,935000.00,No
Male,Below Bachelor's,15,Oslo,"in-house, privat sektor",ledelse/administrativt,1166000.00,No
Male,Master's Degree,15,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1200000.00,No
Male,No Education,14,Oslo,"in-house, privat sektor",ledelse/administrativt,1100000.00,No
Male,Master's Degree,14,Oslo,konsulent,ledelse/administrativt,1100000.00,Yes
Male,Higher than Master's,13,Oslo,"in-house, privat sektor",ledelse/administrativt,955000.00,No
Male,Master's Degree,13,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,1100000.00,No
Male,Below Bachelor's,12,Oslo,"in-house, privat sektor",ledelse/administrativt,750000.00,No
Male,Master's Degree,12,Oslo,"in-house, privat sektor",ledelse/administrativt,950000.00,No
Male,Below Bachelor's,12,Oslo,"in-house, privat sektor",ledelse/administrativt,1070742.00,No
Male,Bachelor's Degree,12,Oslo,konsulent,ledelse/administrativt,1250000.00,Yes
Male,Master's Degree,12,Oslo,konsulent,ledelse/administrativt,1550000.00,Yes
Male,Master's Degree,12,Oslo,"in-house, privat sektor",ledelse/administrativt,2300000.00,Yes
Male,Below Bachelor's,11,Oslo,konsulent,ledelse/administrativt,940000.00,Yes
Male,Master's Degree,11,Oslo,konsulent,ledelse/administrativt,1250000.00,No
Female,Higher than Master's,10,Oslo,konsulent,ledelse/administrativt,870000.00,Yes
Female,Higher than Master's,10,Oslo,"in-house, privat sektor",ledelse/administrativt,950000.00,No
Male,Higher than Master's,10,Oslo,konsulent,ledelse/administrativt,1000000.00,No
Male,Master's Degree,10,Oslo,konsulent,ledelse/administrativt,1100000.00,Yes
Male,Higher than Master's,9,Oslo,"in-house, privat sektor",ledelse/administrativt,1000000.00,No
Male,Below Bachelor's,9,Oslo,konsulent,ledelse/administrativt,2500000.00,Yes
Female,Higher than Master's,8,Oslo,konsulent,ledelse/administrativt,1100000.00,Yes
Male,No Education,8,Oslo,"in-house, privat sektor",ledelse/administrativt,826000.00,No
Male,Master's Degree,8,Oslo,"in-house, privat sektor",ledelse/administrativt,865000.00,No
Male,Below Bachelor's,8,Oslo,"in-house, privat sektor",ledelse/administrativt,870000.00,No
Female,Master's Degree,7,Oslo,"in-house, privat sektor",ledelse/administrativt,950000.00,No
Male,Master's Degree,7,Oslo,konsulent,ledelse/administrativt,1100000.00,Yes
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",ledelse/administrativt,1100000.00,Yes
Female,Higher than Master's,6,Oslo,"in-house, privat sektor",ledelse/administrativt,1000000.00,Yes
Male,No Education,6,Oslo,"in-house, privat sektor",ledelse/administrativt,650000.00,No
Male,Master's Degree,6,Oslo,konsulent,ledelse/administrativt,1066200.00,No
Female,Below Bachelor's,5,Oslo,"in-house, privat sektor",ledelse/administrativt,770000.00,No
Female,Master's Degree,5,Oslo,konsulent,ledelse/administrativt,850000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",ledelse/administrativt,725000.00,Yes
Male,Master's Degree,5,Oslo,"in-house, privat sektor",ledelse/administrativt,820000.00,No
Female,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",ledelse/administrativt,627000.00,No
Female,Master's Degree,4,Oslo,konsulent,ledelse/administrativt,900000.00,No
